STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,Visibility,Temperature,Humidity,WindSpeed,HourlyWindDirection,HourlyStationPressure,HourlySeaLevelPressure,HourlyAltimeterSetting,DailySunrise,DailySunset
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 09:51,FM-15,10,40,51,14,330,29.42,30.15,30.14,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 10:51,FM-15,10,41,51,15,330,29.43,30.17,30.15,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 11:51,FM-15,10,41,51,15,310,29.44,30.17,30.16,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 12:51,FM-15,10,40,53,11,310,29.43,30.17,30.15,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 13:51,FM-15,10,40,49,13,290,29.44,30.17,30.16,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 14:51,FM-15,10,39,55,16,300,29.45,30.19,30.17,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 15:51,FM-15,10,39,48,15,310,29.46,30.2,30.18,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 16:51,FM-15,10,36,48,14,290,29.48,30.22,30.2,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 17:51,FM-15,10,35,48,14,320,29.5,30.24,30.22,1152,6
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 18:51,FM-15,10,35,44,14,330,29.51,30.25,30.23,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 19:51,FM-15,10,34,44,11,340,29.52,30.26,30.24,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 20:51,FM-15,10,32,45,11,340,29.53,30.27,30.25,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 21:51,FM-15,10,31,42,14,10,29.55,30.3,30.27,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 22:51,FM-15,10,29,45,10,360,29.57,30.32,30.3,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 23:51,FM-15,10,27,45,15,350,29.6,30.34,30.32,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,22-03-2014 23:59,SOD,10,32,61,10,0,29.35,30.09,30.07,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 00:51,FM-15,10,25,46,16,340,29.6,30.36,30.33,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 01:51,FM-15,10,24,48,14,360,29.62,30.36,30.34,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 02:51,FM-15,10,23,50,15,340,29.62,30.38,30.35,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 03:51,FM-15,10,22,52,15,340,29.63,30.39,30.36,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 04:51,FM-15,10,21,54,13,340,29.64,30.4,30.37,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 05:51,FM-15,10,20,57,10,350,29.66,30.41,30.39,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 06:51,FM-15,10,21,54,11,350,29.67,30.43,30.4,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 07:51,FM-15,10,22,48,11,360,29.68,30.44,30.41,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 08:51,FM-15,10,23,48,9,360,29.69,30.45,30.42,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 09:51,FM-15,10,26,44,9,360,29.69,30.45,30.42,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 10:51,FM-15,10,27,45,10,300,29.68,30.43,30.41,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 11:51,FM-15,10,28,41,11,310,29.66,30.42,30.39,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 12:51,FM-15,10,30,38,9,330,29.64,30.4,30.37,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 13:51,FM-15,10,29,36,3,300,29.62,30.38,30.35,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 14:51,FM-15,10,31,36,10,280,29.62,30.37,30.34,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 15:51,FM-15,10,31,35,8,280,29.62,30.37,30.34,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 16:51,FM-15,10,28,43,11,320,29.62,30.38,30.35,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 17:51,FM-15,10,28,41,10,340,29.62,30.38,30.35,1150,7
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 18:51,FM-15,10,27,41,7,340,29.62,30.38,30.35,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 19:51,FM-15,10,25,53,7,100,29.62,30.38,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 20:51,FM-15,10,21,65,7,150,29.62,30.38,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 21:51,FM-15,10,20,68,7,170,29.62,30.38,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 22:51,FM-15,10,21,65,6,190,29.62,30.37,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 23:51,FM-15,10,21,65,5,220,29.62,30.37,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,23-03-2014 23:59,SOD,10,32,61,10,0,29.35,30.09,30.07,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 00:51,FM-15,10,21,65,5,220,29.62,30.37,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 01:51,FM-15,10,20,68,5,240,29.6,30.36,30.33,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 02:51,FM-15,10,21,62,6,330,29.62,30.37,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 03:51,FM-15,10,21,57,8,340,29.6,30.35,30.32,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 04:51,FM-15,10,20,60,7,350,29.6,30.36,30.33,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 05:51,FM-15,10,20,55,7,350,29.62,30.37,30.34,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 06:51,FM-15,10,22,50,5,360,29.6,30.35,30.32,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 07:51,FM-15,10,23,44,5,330,29.6,30.35,30.32,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 08:51,FM-15,10,26,40,6,310,29.6,30.35,30.32,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 09:51,FM-15,10,28,37,7,280,29.57,30.33,30.3,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 10:51,FM-15,10,29,34,8,300,29.55,30.31,30.27,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 11:51,FM-15,10,32,30,3,0,29.53,30.28,30.25,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 12:51,FM-15,10,32,32,7,310,29.5,30.25,30.22,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 13:51,FM-15,10,34,32,8,270,29.47,30.22,30.19,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 14:51,FM-15,10,34,34,8,290,29.45,30.2,30.17,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 15:51,FM-15,10,35,34,10,250,29.43,30.18,30.15,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 16:51,FM-15,10,34,37,11,280,29.42,30.17,30.14,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 17:51,FM-15,10,32,41,9,270,29.4,30.15,30.12,1149,8
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 18:51,FM-15,10,31,45,8,230,29.39,30.14,30.11,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 19:51,FM-15,10,30,49,7,230,29.38,30.13,30.1,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 20:51,FM-15,10,29,51,8,220,29.36,30.11,30.08,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 21:51,FM-15,10,29,54,8,230,29.34,30.09,30.06,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 22:51,FM-15,10,29,56,7,230,29.32,30.07,30.04,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 23:51,FM-15,10,31,56,13,240,29.3,30.04,30.02,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,24-03-2014 23:59,SOD,10,32,61,10,0,29.35,30.09,30.07,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 00:51,FM-15,4,30,75,13,290,29.28,30.02,30,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 01:51,FM-15,10,27,75,8,300,29.27,30.01,29.99,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 02:51,FM-15,7,27,75,8,20,29.26,30.01,29.98,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 03:51,FM-15,4,26,71,14,360,29.27,30.01,29.99,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 04:51,FM-15,10,25,63,15,320,29.28,30.03,30,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 05:51,FM-15,10,23,63,11,310,29.29,30.04,30.01,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 06:51,FM-15,10,24,55,11,310,29.31,30.06,30.03,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 07:51,FM-15,10,25,55,18,320,29.32,30.07,30.04,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 08:51,FM-15,10,25,58,20,340,29.34,30.09,30.06,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 09:51,FM-15,10,25,53,16,320,29.37,30.12,30.09,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 10:51,FM-15,10,25,50,14,320,29.38,30.13,30.1,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 11:51,FM-15,10,26,46,15,310,29.39,30.14,30.11,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 12:51,FM-15,10,27,45,16,290,29.39,30.14,30.11,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 13:51,FM-15,10,28,41,17,310,29.39,30.14,30.11,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 14:51,FM-15,10,28,37,20,330,29.4,30.14,30.12,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 15:51,FM-15,10,27,37,16,320,29.4,30.14,30.12,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 16:51,FM-15,10,28,34,15,320,29.41,30.16,30.13,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 17:51,FM-15,10,26,37,17,320,29.43,30.18,30.15,1147,9
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 18:51,FM-15,10,25,39,11,300,29.44,30.19,30.16,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 19:51,FM-15,10,25,40,8,310,29.46,30.21,30.18,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 20:51,FM-15,10,24,44,8,300,29.48,30.23,30.2,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 21:51,FM-15,10,23,48,9,290,29.49,30.24,30.21,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 22:51,FM-15,10,22,52,7,320,29.5,30.25,30.22,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 23:51,FM-15,10,21,50,7,320,29.5,30.25,30.22,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,25-03-2014 23:59,SOD,10,32,61,10,0,29.35,30.09,30.07,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 00:51,FM-15,10,20,50,5,350,29.52,30.27,30.24,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 01:51,FM-15,10,19,49,5,360,29.52,30.27,30.24,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 02:51,FM-15,10,18,54,3,320,29.52,30.27,30.24,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 03:51,FM-15,10,18,57,0,0,29.53,30.28,30.25,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 04:51,FM-15,10,17,62,0,0,29.54,30.29,30.26,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 05:51,FM-15,10,16,67,3,250,29.56,30.32,30.28,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 06:51,FM-15,10,20,57,0,0,29.57,30.33,30.3,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 07:51,FM-15,10,22,44,5,190,29.57,30.33,30.3,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 08:51,FM-15,10,25,40,7,190,29.57,30.34,30.3,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 09:51,FM-15,10,28,37,10,180,29.56,30.31,30.28,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 10:51,FM-15,10,30,36,13,200,29.54,30.3,30.26,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 11:51,FM-15,10,32,35,11,230,29.52,30.26,30.24,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 12:51,FM-15,10,35,34,8,200,29.48,30.23,30.2,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 13:51,FM-15,10,37,34,13,170,29.45,30.2,30.17,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 14:51,FM-15,10,38,34,13,180,29.42,30.17,30.14,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 15:51,FM-15,10,38,36,13,0,29.39,30.14,30.11,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 16:51,FM-15,10,38,39,16,170,29.38,30.12,30.1,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 17:51,FM-15,10,37,42,21,180,29.34,30.09,30.06,1145,10
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 18:51,FM-15,10,37,42,13,170,29.33,30.08,30.05,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 19:51,FM-15,10,37,42,18,170,29.3,30.04,30.02,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 20:51,FM-15,10,38,41,15,180,29.29,30.03,30.01,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 21:51,FM-15,10,38,43,18,190,29.28,30.02,30,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 22:51,FM-15,10,39,39,23,200,29.26,30,29.98,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 23:51,FM-15,10,38,41,18,200,29.23,29.97,29.95,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,26-03-2014 23:59,SOD,10,32,61,10,0,29.35,30.09,30.07,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 00:51,FM-15,10,38,43,17,190,29.22,29.95,29.94,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 01:51,FM-15,10,39,41,16,200,29.2,29.93,29.92,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 02:51,FM-15,10,38,52,18,200,29.18,29.92,29.9,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 03:51,FM-15,10,35,72,15,190,29.16,29.9,29.88,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 04:51,FM-15,10,35,72,15,180,29.14,29.88,29.86,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 05:51,FM-15,10,34,79,14,180,29.13,29.86,29.84,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 06:51,FM-15,6,35,78,14,180,29.11,29.85,29.83,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 07:51,FM-15,8,36,79,14,190,29.1,29.83,29.81,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 08:51,FM-15,8,38,79,18,180,29.08,29.81,29.79,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 09:51,FM-15,3,38,83,17,190,29.07,29.79,29.78,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 10:51,FM-15,3,39,79,20,180,29.03,29.76,29.74,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 11:51,FM-15,5,39,79,16,180,29,29.72,29.71,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 12:51,FM-15,10,42,76,18,190,28.96,29.68,29.67,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 13:51,FM-15,8,43,80,17,190,28.93,29.65,29.64,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 14:51,FM-15,10,44,76,18,190,28.89,29.61,29.6,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 15:51,FM-15,6,44,79,15,190,28.86,29.58,29.57,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 16:51,FM-15,10,46,77,13,180,28.83,29.55,29.54,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 17:51,FM-15,8,48,77,16,180,28.8,29.52,29.51,1143,12
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 18:51,FM-15,10,49,77,21,190,28.78,29.51,29.49,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 19:51,FM-15,8,49,77,20,190,28.76,29.48,29.47,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 20:51,FM-15,10,50,77,18,190,28.74,29.46,29.45,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 21:51,FM-15,5,50,80,17,190,28.72,29.44,29.43,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 22:51,FM-15,10,53,77,24,200,28.71,29.43,29.42,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 23:51,FM-15,10,55,74,24,210,28.69,29.41,29.4,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,27-03-2014 23:59,SOD,10,32,61,10,0,29.35,30.09,30.07,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,28-03-2014 00:51,FM-15,10,50,71,24,250,28.72,29.44,29.43,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,28-03-2014 01:51,FM-15,10,45,77,22,240,28.76,29.48,29.47,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,28-03-2014 02:51,FM-15,6,44,83,15,250,28.79,29.51,29.5,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,28-03-2014 03:51,FM-15,4,42,85,14,240,28.82,29.54,29.53,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,28-03-2014 04:51,FM-15,10,42,82,23,320,28.89,29.61,29.6,1142,13
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,28-03-2014 05:51,FM-15,10,37,79,20,340,29.01,29.73,29.72,1142,13
